Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2003-04,SB 6330,6330,,,,,2004-01-16,0,0,SB 6330,"First reading, referred to Commerce & Trade.",0,S Comm & Trade,0,0,2004-01-16,AN ACT Relating to tobacco sampling;,0,Providing funds to enforce the tobacco sampling statutes.,Senate,316,S-3596.4,0,0,0,0,Tobacco sampling,Bill,B,(Oke),1,0
0,0,2003-04,SB 6331,6331,,2003-04,HB 2451,HHealth Care,2004-02-16,0,0,SB 6331,1st substitute bill substituted.,0,S subst for,0,0,2004-01-16,AN ACT Relating to mandated reporters in boarding homes and nursing homes;,0,Revising definition of mandated reporters in boarding homes and nursing homes.,Senate,8159,S-3748.1,0,0,0,0,Boarding & nursing homes,Bill,B,(Brandland),0,0
1,0,2003-04,SSB 6331,6331,,,,,2004-03-11,0,0,SSB 6331,"By resolution, returned to Senate Rules Committee for third reading.",0,S Rules 3,0,0,2004-02-05,AN ACT Relating to mandated reporters in boarding homes and nursing homes;,0,Revising definition of mandated reporters in boarding homes and nursing homes.,Senate,8159,S-4473.1,0,0,0,0,Boarding & nursing homes,Bill,B,(Brandland),0,1
1,0,2003-04,SB 6332,6332,,2003-04,HB 2681,HApprop,2004-02-03,0,0,SB 6332,Referred to Ways & Means.,0,S Ways & Means,0,0,2004-01-16,AN ACT Relating to performance contracts with institutions of higher education;,0,Providing for performance contracts with institutions of higher education on a pilot basis.,Senate,1592,Z-1008.3,0,0,1,0,Hghr ed performance contract,Bill,B,(Schmidt),1,0
1,0,2003-04,SSB 6332,6332,,,,,2004-02-03,0,0,SSB 6332,Referred to Ways & Means.,0,S Ways & Means,0,0,2004-02-03,AN ACT Relating to performance contracts with institutions of higher education;,0,Providing for performance contracts with institutions of higher education on a pilot basis.,Senate,1592,S-4516.1,0,0,1,0,Hghr ed performance contract,Bill,B,(Schmidt),0,1
1,0,2003-04,SB 6333,6333,,,,,2004-02-25,0,0,SB 6333,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to metal detectors in state parks;,0,Opening state parks to the recreational use of metal detectors.,Senate,295,S-3528.1,0,0,0,0,Metal detectors,Bill,B,(Morton),1,0
1,0,2003-04,SSB 6333,6333,,,,,2004-02-25,0,0,SSB 6333,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-02-04,AN ACT Relating to metal detectors in state parks;,0,Opening developed and disturbed areas of state parks to the recreational use of metal detectors.,Senate,295,S-4523.2,0,0,0,0,Metal detectors,Bill,B,(Morton),1,1
1,0,2003-04,SB 6334,6334,,2003-04,HB 2585,Hsubst for,2004-02-06,0,0,SB 6334,Passed to Rules Committee for second reading.,0,S Rules 2,0,0,2004-01-19,AN ACT Relating to prohibiting civil or criminal liabilities or penalties for actions related to the Washington state health insurance pool;,0,Prohibiting civil or criminal liabilities or penalties for actions related to the Washington state health insurance pool.,Senate,516,S-3525.2,0,0,0,0,Health insurance pool,Bill,B,(Deccio),0,0
1,0,2003-04,SSB 6334,6334,,,,,2004-02-06,0,0,SSB 6334,Passed to Rules Committee for second reading.,0,S Rules 2,0,0,2004-02-06,AN ACT Relating to prohibiting civil or criminal liabilities or penalties for actions related to the Washington state health insurance pool;,0,Prohibiting civil or criminal liabilities or penalties for actions related to the Washington state health insurance pool.,Senate,516,S-4509.1,0,0,0,0,Health insurance pool,Bill,B,(Deccio),0,1
1,0,2003-04,SB 6335,6335,,2003-04,HB 2514,HRules C,2004-01-19,0,0,SB 6335,"First reading, referred to Land Use & Planning.",0,S LandUse & Pl,0,0,2004-01-19,AN ACT Relating to defining and clarifying best available science;,0,Clarifying critical areas.,Senate,1590,S-3806.1,0,0,0,0,Growth management,Bill,B,(Mulliken),0,0
1,0,2003-04,SB 6336,6336,,,,,2004-03-11,0,0,SB 6336,"By resolution, returned to Senate Rules Committee for third reading.",0,S Rules 3,0,0,2004-01-19,AN ACT Relating to extending existing employer workers' compensation group self-insurance to the logging industry;,0,Extending existing employer workers' compensation group self-insurance to the logging industry.,Senate,394,S-3879.1,0,0,0,0,Workers' compensation,Bill,B,"(Sheldon, T.)",1,0
1,0,2003-04,SB 6337,6337,,2003-04,HB 2505,HRules 3C,2004-03-22,0,0,SB 6337,Effective date 6/10/2004.,0,C 53 L 04,0,0,2004-01-19,AN ACT Relating to the fee for birth certificates suitable for display;,0,Revising the fee for birth certificates suitable for display.,Senate,1595,Z-1003.1,0,0,0,1,Birth certificates,Bill,B,(Regala),1,0
1,0,2003-04,SB 6338,6338,,,,,2004-03-24,0,0,SB 6338,Effective date 6/10/2004.,0,C 122 L 04,0,0,2004-01-19,AN ACT Relating to stolen merchandise pallets;,1,Creating an affirmative defense from theft and possession of stolen merchandise pallets.,Senate,1602,S-3459.1,0,0,0,0,Stolen pallets,Bill,B,(Johnson),1,0
1,0,2003-04,SB 6339,6339,,,,,2004-03-29,1,1,SB 6339,Effective date 6/10/2004.,0,C 212 L 04,0,0,2004-01-19,AN ACT Relating to seed-related business practices;,0,Regulating seed-related business practices.,Senate,1666,S-3875.1,0,0,0,0,Seed-related business,Bill,B,(Swecker),1,0
1,0,2003-04,SB 6340,6340,,,,,2004-01-22,0,0,SB 6340,"Referred to Financial Services, Insurance & Housing.",0,S FinSer/Ins/H,0,0,2004-01-19,AN ACT Relating to freedom from discrimination based upon religious beliefs;,0,Protecting the right to freedom from discrimination based upon religious beliefs.,Senate,337,S-3903.1,0,0,0,0,Religion/discrimination,Bill,B,(Prentice),0,0
0,0,2003-04,SB 6341,6341,,2003-04,HB 2305,HCommerce/Lab,2004-02-13,0,0,SB 6341,1st substitute bill substituted.,0,S subst for,0,0,2004-01-19,"AN ACT Relating to cosmetology, barbering, manicuring, and esthetics;",0,Concerning the licensing of cosmetologists and others under chapter 18.16 RCW.,Senate,316,S-3443.2,0,0,0,0,Cosmetologists,Bill,B,(Oke),0,0
1,0,2003-04,SSB 6341,6341,,,,,2004-03-22,1,1,SSB 6341,Effective date 3/22/2004.,0,C 51 L 04,0,0,2004-02-04,"AN ACT Relating to cosmetology, barbering, manicuring, and esthetics;",0,Concerning the licensing of cosmetologists and others under chapter 18.16 RCW.,Senate,316,S-4490.2,0,0,0,0,Cosmetologists,Bill,B,(Oke),1,1
1,0,2003-04,SB 6342,6342,,2003-04,HB 2650,Hsubst for,2004-02-25,0,0,SB 6342,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to important bird areas;,0,Recognizing important bird areas.,Senate,316,S-3762.1,0,0,0,0,Bird areas,Bill,B,(Oke),1,0
1,0,2003-04,SSB 6342,6342,,,,,2004-02-25,0,0,SSB 6342,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-02-03,AN ACT Relating to important bird areas;,0,Recognizing important bird areas.,Senate,316,S-4060.2,0,0,0,0,Bird areas,Bill,B,(Oke),0,1
1,0,2003-04,SB 6343,6343,,,,,2004-01-19,0,0,SB 6343,"First reading, referred to Education.",0,S Education,0,0,2004-01-19,AN ACT Relating to mandatory school attendance;,0,Lowering the age of mandatory school attendance.,Senate,2174,S-3582.1,0,0,0,0,School attendance age,Bill,B,(Doumit),0,0
1,0,2003-04,SB 6344,6344,,2003-04,HB 2685,Hsubst for,2004-02-02,0,0,SB 6344,Passed to Rules Committee for second reading.,0,S Rules 2,0,0,2004-01-19,AN ACT Relating to acceptable forms of identification for liquor sales;,0,Revising provisions relating to acceptable forms of identification for liquor sales.,Senate,5880,Z-0843.1,0,0,0,1,Liquor sale/identification,Bill,B,(Hewitt),1,0
1,0,2003-04,SSB 6344,6344,,,,,2004-02-02,0,0,SSB 6344,Passed to Rules Committee for second reading.,0,S Rules 2,0,0,2004-01-30,AN ACT Relating to acceptable forms of identification for liquor sales;,0,Revising provisions relating to acceptable forms of identification for liquor sales.,Senate,5880,S-4274.1,0,0,0,1,Liquor sale/identification,Bill,B,(Hewitt),0,1
1,0,2003-04,SB 6345,6345,,2003-04,HB 2686,Hsubst for,2004-02-25,0,0,SB 6345,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,"AN ACT Relating to inspection of books, documents, and records pertaining to the transportation or possession of cigarettes;",1,Authorizing inspection of records regarding transportation of cigarettes.,Senate,5880,Z-0845.3,0,0,0,1,Cigarettes,Bill,B,(Hewitt),1,0
1,0,2003-04,SSB 6345,6345,,,,,2004-02-25,0,0,SSB 6345,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-30,"AN ACT Relating to inspection of books, documents, and records pertaining to the transportation or possession of cigarettes;",0,Authorizing inspection of records regarding transportation of cigarettes.,Senate,5880,S-4400.1,0,0,0,1,Cigarettes,Bill,B,(Hewitt),0,1
1,0,2003-04,SB 6346,6346,,,,,2004-01-19,0,0,SB 6346,"First reading, referred to Ways & Means.",0,S Ways & Means,0,0,2004-01-19,"AN ACT Relating to the assessment, collection, and administration of the taxes imposed under chapter 83.100 RCW;",0,Modifying the administration of Washington state transfer taxes.,Senate,1602,Z-0850.7,0,1,0,0,Transfer taxes,Bill,B,(Johnson),0,0
1,0,2003-04,SB 6347,6347,,,,,2004-01-19,0,0,SB 6347,"First reading, referred to Ways & Means.",0,S Ways & Means,0,0,2004-01-19,AN ACT Relating to the Washington estate tax marital deduction;,0,Updating the Washington estate tax marital deduction.,Senate,1602,S-3602.1,0,0,0,0,Estate tax deduction,Bill,B,(Johnson),1,0
1,0,2003-04,SB 6348,6348,,,,,2004-01-19,0,0,SB 6348,"First reading, referred to Land Use & Planning.",0,S LandUse & Pl,0,0,2004-01-19,AN ACT Relating to appropriate providers of water and sewer services under the growth management act;,0,Including water-sewer districts as appropriate providers under the growth management act.,Senate,1590,S-3505.1,0,0,0,0,Water-sewer districts,Bill,B,(Mulliken),0,0
1,0,2003-04,SB 6349,6349,,,,,2004-01-19,0,0,SB 6349,"First reading, referred to Ways & Means.",0,S Ways & Means,0,0,2004-01-19,AN ACT Relating to exempting from taxation certain property belonging to any federally recognized Indian tribe located in the state;,1,Exempting from taxation certain property belonging to any federally recognized Indian tribe located in the state.,Senate,394,S-3378.1,0,0,0,0,Tax on Indian tribe property,Bill,B,"(Sheldon, T.)",1,0
1,0,2003-04,SB 6350,6350,,2003-04,HB 2664,HCommerce/Lab,2004-02-05,0,0,SB 6350,"On motion, referred to Highways & Transportation.",0,S Hwys & Trans,0,0,2004-01-19,AN ACT Relating to allowing the state patrol to bargain for rates of pay and wage levels;,0,Allowing the state patrol to bargain for rates of pay and wage levels.,Senate,337,S-3796.1,0,0,0,0,State patrol wage bargaining,Bill,B,(Prentice),0,0
1,0,2003-04,SSB 6350,6350,,,,,2004-02-05,0,0,SSB 6350,"On motion, referred to Highways & Transportation.",0,S Hwys & Trans,0,0,2004-02-04,AN ACT Relating to negotiating state patrol officer wages and wage-related matters;,0,Negotiating state patrol officer wages and wage-related matters.,Senate,337,S-4558.1,0,0,0,0,State patrol wage bargaining,Bill,B,(Prentice),0,1
1,0,2003-04,SB 6351,6351,,2003-04,HB 2632,HRules 3C,2004-02-25,0,0,SB 6351,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to allowing special meetings to be called through electronic mail notice;,0,Allowing fax and electronic mail notice of special meetings.,Senate,3472,S-3403.2,0,0,0,0,Special meeting notification,Bill,B,(Esser),0,0
0,0,2003-04,SB 6352,6352,,,,,2004-02-16,0,0,SB 6352,1st substitute bill substituted.,0,S subst for,0,0,2004-01-19,AN ACT Relating to selection of telephone calling systems for inmates in state correctional facilities;,0,Revising provisions concerning selection of telephone calling systems for inmates in state correctional facilities.,Senate,657,S-3658.1,0,0,0,0,Telephone service/inmates,Bill,B,(Stevens),1,0
1,0,2003-04,ESSB 6352,6352,,,,,2004-03-11,0,1,ESSB 6352,Effective date 6/10/2004.,0,C 13 L 04,0,1,2004-02-05,AN ACT Relating to selection of telephone calling systems for offenders in state correctional facilities;,0,Revising provisions concerning selection of telephone calling systems for offenders in state correctional facilities.,Senate,657,S-4339.2,0,0,0,0,Telephone service/inmates,Bill,B,(Stevens),1,1
1,0,2003-04,SB 6353,6353,,,,,2004-01-19,0,0,SB 6353,"First reading, referred to Land Use & Planning.",0,S LandUse & Pl,0,0,2004-01-19,AN ACT Relating to adopting state building and energy codes;,0,Adopting state building and energy codes.,Senate,1590,S-3546.1,0,0,0,0,Building & energy codes,Bill,B,(Mulliken),0,0
1,0,2003-04,SB 6354,6354,,2003-04,HB 2809,HRules C,2004-03-01,0,0,SB 6354,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to the department of licensing;,0,Creating the business and professions account.,Senate,1590,Z-0927.1,0,1,0,0,Business & professions acct,Bill,B,(Mulliken),1,0
1,0,2003-04,SSB 6354,6354,,,,,2004-03-01,0,0,SSB 6354,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-02-04,AN ACT Relating to the department of licensing;,0,Creating the business and professions account.,Senate,1590,S-4537.1,0,1,0,0,Business & professions acct,Bill,B,WM(Mulliken),0,1
1,0,2003-04,SB 6355,6355,,2003-04,HB 3114,HRules C,2004-02-25,0,0,SB 6355,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to city and county disability boards;,0,Establishing the composition and jurisdiction of city and county disability boards.,Senate,475,S-3712.1,0,0,0,0,Disability boards,Bill,B,(Winsley),1,0
1,0,2003-04,SB 6356,6356,,,,,2004-03-26,1,1,SB 6356,Effective date 7/1/2004.,0,C 163 L 04,0,0,2004-01-19,AN ACT Relating to physician assistants executing a certain certificate for labor and industries;,0,Modifying physician assistant provisions.,Senate,1577,S-3869.1,0,0,0,0,Physician assistants,Bill,B,(Honeyford),0,0
1,0,2003-04,SB 6357,6357,,,,,2004-03-22,0,1,SB 6357,Effective date 6/10/2004.,0,C 69 L 04,0,0,2004-01-19,AN ACT Relating to enhancements to criminal trespass law;,0,Modifying criminal trespass law.,Senate,1602,S-3468.2,0,0,0,0,Criminal trespass,Bill,B,(Johnson),0,0
0,0,2003-04,SB 6358,6358,,,,,2004-02-16,0,0,SB 6358,2nd substitute bill substituted.,0,S subst for,0,0,2004-01-19,AN ACT Relating to improved communication regarding offenders with treatment orders;,1,Improving communication regarding offenders with treatment orders.,Senate,171,S-3940.1,0,0,0,0,Offenders/treatment orders,Bill,B,(Hargrove),1,0
0,0,2003-04,SSB 6358,6358,,,,,2004-02-16,0,0,SSB 6358,2nd substitute bill substituted.,0,S subst for,0,0,2004-02-06,AN ACT Relating to improved collaboration regarding offenders with treatment orders;,1,Improving collaboration regarding offenders with treatment orders.,Senate,171,S-4385.4,0,0,0,0,Offenders/treatment orders,Bill,B,(Hargrove),1,1
1,0,2003-04,E2SSB 6358,6358,,,,,2004-03-26,1,1,E2SSB 6358,Effective date 7/1/2004*.,1,C 166 L 04,0,1,2004-02-10,AN ACT Relating to improved collaboration regarding offenders with treatment orders;,1,Improving collaboration regarding offenders with treatment orders.,Senate,171,S-4693.2,0,0,0,0,Offenders/treatment orders,Bill,B,WM(Hargrove),1,2
1,0,2003-04,SB 6359,6359,,,,,2004-01-19,0,0,SB 6359,"First reading, referred to Natural Resources, Energy & Water.",0,S NatRes/Ene/W,0,0,2004-01-19,AN ACT Relating to improving air quality through reducing pollutant emissions and increasing energy efficiency of state vehicles;,0,Setting goals for mileage and emissions for large state passenger vehicle fleets.,Senate,143,S-3678.1,0,0,0,0,State vehicles,Bill,B,(Fraser),0,0
1,0,2003-04,SB 6360,6360,,,,,2004-01-19,0,0,SB 6360,"First reading, referred to Government Operations & Elections.",0,S Govt Op & El,0,0,2004-01-19,AN ACT Relating to state employee holidays;,0,Granting an additional state employee holiday.,Senate,143,S-3891.1,0,0,0,0,State employee holiday,Bill,B,(Fraser),0,0
1,1,2003-04,SB 6361,6361,,,,,2004-01-19,0,0,SB 6361,"First reading, referred to Government Operations & Elections.",0,S Govt Op & El,0,0,2004-01-19,AN ACT Relating to sustainable practices by state agencies;,0,Providing for sustainable state agency practices.,Senate,618,S-3731.1,0,0,0,0,Sustainable agency practices,Bill,B,(Brown),0,0
1,0,2003-04,SB 6362,6362,,,,,2004-02-25,0,1,SB 6362,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to the issuance of liquor licenses;,0,Revising procedures for issuing liquor licenses.,Senate,2174,S-3600.1,0,0,0,0,Issuance of liquor licenses,Bill,B,(Doumit),0,0
1,0,2003-04,SB 6363,6363,,,,,2004-01-19,0,0,SB 6363,"First reading, referred to Government Operations & Elections.",0,S Govt Op & El,0,0,2004-01-19,AN ACT Relating to repealing statutes;,0,Requiring initiatives and referenda to set forth repealed language in full.,Senate,143,S-3467.2,0,0,0,0,Initiatives & referenda,Bill,B,(Fraser),0,0
1,0,2003-04,SB 6364,6364,,,,,2004-01-19,0,0,SB 6364,"First reading, referred to Government Operations & Elections.",0,S Govt Op & El,0,0,2004-01-19,AN ACT Relating to repealing statutes;,0,Requiring repealed statutes to be set forth in full.,Senate,143,S-3466.1,0,0,0,0,Repealing statutes,Bill,B,(Fraser),0,0
1,0,2003-04,SB 6365,6365,,,,,2004-01-19,0,0,SB 6365,"First reading, referred to Highways & Transportation.",0,S Hwys & Trans,0,0,2004-01-19,AN ACT Relating to special license plates;,0,Expanding and clarifying special license plate law.,Senate,174,S-3832.1,0,0,0,0,Special license plates,Bill,B,(Haugen),0,0
1,0,2003-04,SB 6366,6366,,,,,2004-01-19,0,0,SB 6366,"First reading, referred to Highways & Transportation.",0,S Hwys & Trans,0,0,2004-01-19,AN ACT Relating to a study of commercial vehicle parking;,0,Directing a study of night parking for commercial vehicles.,Senate,174,S-3799.1,0,0,0,0,Commercial vehicle parking,Bill,B,(Haugen),0,0
0,0,2003-04,SB 6367,6367,,,,,2004-02-11,0,0,SB 6367,1st substitute bill substituted.,0,S subst for,0,0,2004-01-19,AN ACT Relating to protecting the integrity of national historical reserves in the urban growth area planning process;,0,Protecting the integrity of national historical reserves in the urban growth area planning process.,Senate,174,S-3871.1,0,0,0,0,National historic reserves,Bill,B,(Haugen),0,0
1,0,2003-04,SSB 6367,6367,,,,,2004-03-29,0,0,SSB 6367,Effective date 6/10/2004.,0,C 206 L 04,0,0,2004-02-03,AN ACT Relating to protecting the integrity of national historical reserves in the urban growth area planning process;,0,Protecting the integrity of national historical reserves in the urban growth area planning process.,Senate,174,S-4520.1,0,0,0,0,National historic reserves,Bill,B,(Haugen),0,1
1,0,2003-04,SB 6368,6368,,,,,2004-02-25,0,0,SB 6368,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to compliance with the hydraulic project approval requirements;,0,Concerning stop work orders on projects that require hydraulic project approval.,Senate,174,S-3862.2,0,0,0,0,Hydraulic project approval,Bill,B,(Haugen),0,0
1,0,2003-04,SSB 6368,6368,,,,,2004-02-25,0,1,SSB 6368,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-02-04,AN ACT Relating to compliance with the hydraulic project approval requirements;,0,Concerning stop work orders on projects that require hydraulic project approval.,Senate,174,S-4545.1,0,0,0,0,Hydraulic project approval,Bill,B,(Haugen),0,1
1,0,2003-04,SB 6369,6369,,,,,2004-01-19,0,0,SB 6369,"First reading, referred to Ways & Means.",0,S Ways & Means,0,0,2004-01-19,AN ACT Relating to property tax exemptions for persons confined in adult family homes and certain boarding homes;,1,Extending the residential property tax exemption to certain persons unable to live at their place of residence.,Senate,174,S-3756.1,0,0,0,0,Property tax exemption,Bill,B,(Haugen),1,0
1,0,2003-04,SB 6370,6370,,,,,2004-03-01,0,0,SB 6370,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to a clarification of the earned release time provisions for offenders held in city or county jails;,1,Clarifying earned release provisions that apply to city and county jails.,Senate,2304,S-3340.2,0,0,0,0,Earned release time,Bill,B,(Kline),1,0
1,0,2003-04,SB 6371,6371,,,,,2004-02-06,0,0,SB 6371,"On motion, referred to Ways & Means.",0,S Ways & Means,0,0,2004-01-19,AN ACT Relating to driving while under the influence of alcohol or any drug;,0,Increasing penalties for repeat DUI offenses.,Senate,2304,S-3727.2,0,0,0,0,Repeat DUI offenses,Bill,B,(Kline),0,0
1,0,2003-04,SSB 6371,6371,,,,,2004-02-06,0,0,SSB 6371,"On motion, referred to Ways & Means.",0,S Ways & Means,0,0,2004-02-06,AN ACT Relating to driving while under the influence of alcohol or any drug;,1,Increasing penalties for repeat DUI offenses.,Senate,2304,S-4296.3,0,0,0,0,Repeat DUI offenses,Bill,B,(Kline),1,1
1,0,2003-04,SB 6372,6372,,2003-04,HB 2696,HRules 3C,2004-03-12,0,0,SB 6372,Effective date 3/12/2004.,0,C 14 L 04,0,0,2004-01-19,AN ACT Relating to the Washington state parks centennial;,0,Creating a state parks centennial committee.,Senate,316,S-3544.1,0,0,0,0,Parks centennial committee,Bill,B,(Oke),0,0
1,0,2003-04,SB 6373,6373,,2003-04,HB 2819,HApprop,2004-01-19,0,0,SB 6373,"First reading, referred to Ways & Means.",0,S Ways & Means,0,0,2004-01-19,AN ACT Relating to the nursing facility medicaid payment system;,0,Revising the nursing facility medicaid payment system.,Senate,174,S-3791.1,0,0,0,0,Nursing facility payment sys,Bill,B,(Haugen),0,0
1,0,2003-04,SB 6374,6374,,2003-04,HB 2655,HHealth Care,2004-01-19,0,0,SB 6374,"First reading, referred to Health & Long-Term Care.",0,S Hea/L-T Care,0,0,2004-01-19,AN ACT Relating to radiology assistants;,0,Concerning radiology assistants.,Senate,2174,S-3817.1,0,0,0,0,Radiology assistants,Bill,B,(Doumit),0,0
1,0,2003-04,SB 6375,6375,,,,,2004-01-19,0,0,SB 6375,"First reading, referred to Ways & Means.",0,S Ways & Means,0,0,2004-01-19,AN ACT Relating to postretirement employment in the public employees' retirement system and the teachers' retirement system;,0,Regulating postretirement public employment.,Senate,1577,S-3350.1,0,0,0,0,Postretirement employment,Bill,B,(Honeyford),1,0
1,0,2003-04,SB 6376,6376,,,,,2004-01-19,0,0,SB 6376,"First reading, referred to Natural Resources, Energy & Water.",0,S NatRes/Ene/W,0,0,2004-01-19,AN ACT Relating to setting and meeting flow levels;,0,Concerning the establishment of streamflow levels.,Senate,1577,S-3760.2,0,0,0,0,Streamflow levels,Bill,B,(Honeyford),1,0
0,0,2003-04,SB 6377,6377,,,,,2004-02-17,0,0,SB 6377,1st substitute bill substituted.,0,S subst for,0,0,2004-01-19,AN ACT Relating to renewal of transient accommodation licenses;,0,Revising provisions relating to renewal of transient accommodation licenses.,Senate,1577,S-3907.1,0,0,0,0,Transient accomodation lic,Bill,B,(Honeyford),0,0
1,0,2003-04,SSB 6377,6377,,,,,2004-03-26,0,0,SSB 6377,Effective date 6/10/2004.,0,C 162 L 04,0,0,2004-02-04,AN ACT Relating to renewal of transient accommodation licenses;,0,Revising provisions relating to renewal of transient accommodation licenses.,Senate,1577,S-4576.1,0,0,0,0,Transient accomodation lic,Bill,B,(Honeyford),0,1
1,0,2003-04,SB 6378,6378,,2003-04,HB 2723,Hsubst for,2004-03-24,1,1,SB 6378,Effective date 6/10/2004.,0,C 119 L 04,0,0,2004-01-19,AN ACT Relating to prohibiting unauthorized operation of a recording device in a motion picture exhibition facility;,1,Prohibiting unauthorized recording of motion pictures.,Senate,3472,S-3764.2,0,0,0,0,Motion pictures,Bill,B,(Esser),1,0
1,0,2003-04,SB 6379,6379,,2003-04,HB 2554,Hsubst for,2004-01-19,0,0,SB 6379,"First reading, referred to Health & Long-Term Care.",0,S Hea/L-T Care,0,0,2004-01-19,AN ACT Relating to requiring support payments for a child with a developmental disability in out-of-home care;,0,Authorizing collection of support payments for children with developmental disabilities in out-of-home care.,Senate,516,Z-0955.1,0,1,0,0,Child support/dev disabled,Bill,B,(Deccio),1,0
1,0,2003-04,SB 6380,6380,,2003-04,HB 2553,HRules 3C,2004-02-06,0,0,SB 6380,Referred to Ways & Means.,0,S Ways & Means,0,0,2004-01-19,AN ACT Relating to the distribution of child support amongst multiple cases;,0,Revising the distribution of child support amongst multiple cases.,Senate,268,Z-1033.1,0,1,0,0,Child support distribution,Bill,B,(McCaslin),1,0
1,0,2003-04,SSB 6380,6380,,,,,2004-02-06,0,0,SSB 6380,Referred to Ways & Means.,0,S Ways & Means,0,0,2004-02-06,AN ACT Relating to the distribution of child support amongst multiple cases;,0,Revising the distribution of child support amongst multiple cases.,Senate,268,S-4672.1,0,1,0,0,Child support distribution,Bill,B,(McCaslin),0,1
1,0,2003-04,SB 6381,6381,,2003-04,HB 2727,C 86 L 04,2004-01-19,0,0,SB 6381,"First reading, referred to Financial Services, Insurance & Housing.",0,S FinSer/Ins/H,0,0,2004-01-19,AN ACT Relating to requiring all insurers to file credit based rating plans;,0,Requiring all insurers to file credit based rating plans.,Senate,337,Z-1050.1,0,0,0,1,Credit based rating plans,Bill,B,(Prentice),1,0
1,0,2003-04,SB 6382,6382,,2003-04,HB 2726,HRules C,2004-02-25,0,0,SB 6382,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to exempting certain insurance policy forms from filing requirements;,0,Exempting certain insurance policy forms from filing requirements.,Senate,1583,Z-1048.1,0,0,0,1,Insurance form filing,Bill,B,(Benton),1,0
1,0,2003-04,SB 6383,6383,,2003-04,HB 2728,HRules C,2004-02-04,0,0,SB 6383,Passed to Rules Committee for second reading.,0,S Rules 2,0,0,2004-01-19,AN ACT Relating to insurance;,0,Regulating insurance.,Senate,6344,Z-0831.2,0,0,0,1,Insurance,Bill,B,(Murray),1,0
0,0,2003-04,SB 6384,6384,,2003-04,HB 2397,Hsubst for,2004-02-13,0,0,SB 6384,1st substitute bill substituted.,0,S subst for,0,0,2004-01-19,AN ACT Relating to penalties against convicted domestic violence offenders to pay for domestic violence programs;,1,Imposing penalties against convicted domestic violence offenders to pay for domestic violence programs.,Senate,3472,S-3876.1,0,0,0,0,Domestic violence offenders,Bill,B,(Esser),0,0
1,0,2003-04,SSB 6384,6384,,,,,2004-03-15,1,1,SSB 6384,Effective date 6/10/2004.,0,C 15 L 04,0,0,2004-02-05,AN ACT Relating to penalties against convicted domestic violence offenders to pay for domestic violence programs;,0,Imposing penalties against convicted domestic violence offenders to pay for domestic violence programs.,Senate,3472,S-4425.2,0,0,0,0,Domestic violence offenders,Bill,B,(Esser),0,1
1,0,2003-04,SB 6385,6385,,2003-04,HB 2692,HEducation,2004-01-19,0,0,SB 6385,"First reading, referred to Education.",0,S Education,0,0,2004-01-19,AN ACT Relating to promoting environmental education partnerships and strategic planning;,0,Promoting environmental education.,Senate,620,S-3821.1,0,0,0,0,Environmental education,Bill,B,(Carlson),0,0
1,0,2003-04,SB 6386,6386,,,,,2004-03-01,0,0,SB 6386,"Senate Rules ""X"" file.",0,S Rules X,0,0,2004-01-19,AN ACT Relating to electrification projects to reduce air pollution in environmentally hazardous or sensitive areas;,1,Reducing air pollution from heavy duty diesel vehicles and large vessels.,Senate,143,S-3717.1,0,0,0,0,Electrification projects,Bill,B,(Fraser),1,0
