Active,Appropriations,Biennium,BillId,BillNumber,Companions,Companions.Companion.Biennium,Companions.Companion.BillId,Companions.Companion.Status,CurrentStatus.ActionDate,CurrentStatus.AmendedByOppositeBody,CurrentStatus.AmendmentsExist,CurrentStatus.BillId,CurrentStatus.HistoryLine,CurrentStatus.PartialVeto,CurrentStatus.Status,CurrentStatus.Veto,EngrossedVersion,IntroducedDate,LegalTitle,LocalFiscalNote,LongDescription,OriginalAgency,PrimeSponsorID,Request,RequestedByBudgetCommittee,RequestedByDepartment,RequestedByGovernor,RequestedByOther,ShortDescription,ShortLegislationType.LongLegislationType,ShortLegislationType.ShortLegislationType,Sponsor,StateFiscalNote,SubstituteVersion
1,0,2011-12,SB 5155,5155,,2011-12,HB 1230,HLocal Govt,2012-04-11,0,0,SB 5155,"By resolution, reintroduced and retained in present status.",0,S GovtOp & Elect,0,0,2011-01-17,AN ACT Relating to regional public safety authorities;,1,Authorizing public safety authorities.,Senate,337,S-0405.1,0,0,0,0,Public safety authorities,Bill,B,(Prentice),1,0
0,0,2011-12,SB 5156,5156,,,,,2011-03-03,0,0,SB 5156,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to airport lounges under the alcohol beverage control act;,0,Concerning airport lounges under the alcohol beverage control act.,Senate,644,S-0370.1,0,0,0,0,Airport lounges & alcohol,Bill,B,(Kohl-Welles),1,0
1,0,2011-12,SSB 5156,5156,,,,,2011-05-12,1,1,SSB 5156,Effective date 7/22/2011.,0,C 325 L 11,0,0,2011-02-04,AN ACT Relating to airport lounges under the alcohol beverage control act;,0,Concerning airport lounges under the alcohol beverage control act.,Senate,644,S-1219.1,0,0,0,0,Airport lounges & alcohol,Bill,B,(Kohl-Welles),1,1
0,0,2011-12,SB 5157,5157,,,,,2011-02-25,0,0,SB 5157,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to the operation of foreign trade zones on property adjacent to but outside a port district;,0,Concerning the operation of foreign trade zones on property adjacent to but outside a port district.,Senate,1907,S-0372.1,0,0,0,0,Foreign trade zones,Bill,B,(Murray),0,0
1,0,2011-12,SSB 5157,5157,,,,,2011-04-05,0,0,SSB 5157,Effective date 7/22/2011.,0,C 11 L 11,0,0,2011-02-03,AN ACT Relating to the operation of foreign trade zones on property adjacent to but outside a port district;,1,Concerning the operation of foreign trade zones on property adjacent to but outside a port district.,Senate,1907,S-1046.1,0,0,0,0,Foreign trade zones,Bill,B,(Murray),0,1
1,0,2011-12,SB 5158,5158,,2011-12,HB 1157,HGen Gov Apps,2012-04-11,0,0,SB 5158,"By resolution, reintroduced and retained in present status.",0,S Energy/NatRes/M,0,0,2011-01-17,AN ACT Relating to reform of the forest practices permitting system;,0,Regarding the forest practices permitting system.,Senate,3473,S-0180.1,0,0,0,0,Forest practices permitting,Bill,B,(Ericksen),1,0
1,0,2011-12,ESB 5159,5159,,2011-12,HB 1260,HWays & Means,2012-03-23,0,1,ESB 5159,Effective date 6/7/2012.,0,C 72 L 12,0,1,2011-01-17,AN ACT Relating to transferring service credit and contributions into the Washington state patrol retirement system by members who served as commercial vehicle enforcement officers and communications officers and then became commissioned troopers in the Washington state patrol;,0,Authorizing the transfer of service credit and contributions into the Washington state patrol retirement system by members who served as commercial vehicle enforcement officers and communications officers and then became commissioned troopers  in the Washington state patrol.,Senate,652,Z-0385.1,0,0,0,1,State patrol retirement,Bill,B,(Schoesler),1,0
1,0,2011-12,SB 5160,5160,,2011-12,HB 1450,HWays & Means,2012-04-11,0,0,SB 5160,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to increasing the duty-related death benefit for public employees;,0,Increasing the duty-related death benefit for public employees.,Senate,972,Z-0395.1,0,0,0,1,Duty-related death benefit,Bill,B,(Conway),1,0
1,0,2011-12,SB 5161,5161,,2011-12,HB 1263,C 68 L 11,2012-04-11,0,0,SB 5161,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to public corrections entities formed by counties or cities under RCW 39.34.030;,1,Addressing the definition of employer for certain public corrections entities formed by counties or cities under RCW 39.34.030.,Senate,15779,Z-0367.1,0,0,0,1,Public corrections entities,Bill,B,(Fain),1,0
1,0,2011-12,SB 5162,5162,,2011-12,HB 1262,HWays & Means,2012-04-11,0,0,SB 5162,"By resolution, reintroduced and retained in present status.",0,S Ways & Means,0,0,2011-01-17,AN ACT Relating to public employees' annuities and retirement plans;,0,Addressing public employees' annuities and retirement plans.,Senate,1907,Z-0430.1,0,0,0,1,Annuities & retirement plans,Bill,B,(Murray),1,0
1,0,2011-12,SB 5163,5163,,2011-12,HB 1261,HWays & Means,2012-04-11,0,0,SB 5163,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to providing a partial lump sum benefit payment option for certain survivors of active members of the teachers' retirement system plan 1;,0,Providing a partial lump sum benefit payment option for certain survivors of active members of the teachers' retirement system plan 1.,Senate,12072,Z-0382.1,0,0,0,1,Teachers' retirement system,Bill,B,(Hobbs),1,0
1,0,2011-12,SB 5164,5164,,,,,2012-04-11,0,0,SB 5164,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to registration of charitable organizations;,0,Concerning the registration of charitable organizations.,Senate,652,S-0327.1,0,0,0,0,Charitable organizations,Bill,B,(Schoesler),1,0
1,0,2011-12,SSB 5164,5164,,,,,2012-04-11,0,0,SSB 5164,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-11,AN ACT Relating to charitable solicitations;,0,Regarding charitable solicitations.,Senate,652,S-1399.1,0,0,0,0,Charitable solicitations,Bill,B,(Schoesler),0,1
1,0,2011-12,SB 5165,5165,,,,,2012-04-11,0,0,SB 5165,"By resolution, reintroduced and retained in present status.",0,S GovtOp & Elect,0,0,2011-01-17,AN ACT Relating to limiting changes to commissioner districts during commissioner elections and election filing periods;,0,Limiting changes to commissioner districts during commissioner elections and election filing periods.,Senate,652,S-0236.1,0,0,0,0,Commissioner districts,Bill,B,(Schoesler),0,0
1,0,2011-12,SSB 5165,5165,,,,,2012-04-11,0,0,SSB 5165,"By resolution, reintroduced and retained in present status.",0,S GovtOp & Elect,0,0,2011-02-01,AN ACT Relating to limiting changes to commissioner districts during commissioner elections and election filing periods;,0,Limiting changes to commissioner districts during commissioner elections and election filing periods.,Senate,652,S-0742.2,0,0,0,0,Commissioner districts,Bill,B,(Schoesler),0,1
1,0,2011-12,SB 5166,5166,,,,,2012-04-11,0,0,SB 5166,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to allowing off-road vehicles on public highways in certain areas;,0,Allowing off-road vehicles on public highways in certain areas.,Senate,652,S-0238.1,0,0,0,0,Off-road vehicles on highway,Bill,B,(Schoesler),0,0
0,0,2011-12,SB 5167,5167,,,,,2011-03-23,0,0,SB 5167,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to tax statute clarifications and technical corrections;,1,Concerning tax statute clarifications and technical corrections.,Senate,652,S-0356.3,0,0,0,0,Tax statute clarifications,Bill,B,(Schoesler),1,0
1,0,2011-12,SSB 5167,5167,,,,,2011-04-27,0,0,SSB 5167,Effective date 7/22/2011*.,0,C 174 L 11,0,0,2011-02-25,"AN ACT Relating to tax statute clarifications and technical corrections, including for the purposes of local rental car taxes;",1,"Concerning tax statute clarifications and technical corrections, including for the purposes of local rental car taxes.",Senate,652,S-1901.1,0,0,0,0,Tax statute clarifications,Bill,B,WM(Schoesler),1,1
0,0,2011-12,SB 5168,5168,,,,,2011-02-24,0,0,SB 5168,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to reducing maximum sentences for gross misdemeanors by one day;,1,Reducing maximum sentences for gross misdemeanors by one day.,Senate,337,S-0368.1,0,0,0,0,Gross misdemeanor sentences,Bill,B,(Prentice),1,0
1,0,2011-12,SSB 5168,5168,,,,,2011-04-15,0,0,SSB 5168,Effective date 7/22/2011.,0,C 96 L 11,0,0,2011-02-09,AN ACT Relating to reducing maximum sentences for gross misdemeanors by one day;,0,Reducing maximum sentences for gross misdemeanors by one day.,Senate,337,S-1222.2,0,0,0,0,Gross misdemeanor sentences,Bill,B,(Prentice),0,1
1,0,2011-12,ESB 5169,5169,,2011-12,HB 1423,HWays & Means,2012-04-11,0,1,ESB 5169,"By resolution, reintroduced and retained in present status.",0,S Rules 2G,0,1,2011-01-17,AN ACT Relating to encouraging economic development by exempting certain counties from the forest land compensating tax;,1,Encouraging economic development by exempting certain counties from the forest land compensating tax.,Senate,3481,S-0429.1,0,0,0,0,Forest land compensating tax,Bill,B,(Rockefeller),1,0
1,0,2011-12,SB 5170,5170,,2011-12,HB 1236,HJudiciary,2011-04-13,0,0,SB 5170,Effective date 7/22/2011.,0,C 43 L 11,0,0,2011-01-17,AN ACT Relating to increasing the number of judges to be elected in Grant county;,1,Increasing the number of judges to be elected in Grant county.,Senate,3430,Z-0197.1,0,0,0,1,Judges in Grant county,Bill,B,(Holmquist Newbry),1,0
0,0,2011-12,SB 5171,5171,,2011-12,HB 1080,HSGTribalAff,2011-03-03,0,0,SB 5171,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to facilitating voting for service and overseas voters;,1,Facilitating voting for service and overseas voters.,Senate,12072,Z-0255.2,0,1,0,0,Service and overseas voters,Bill,B,(Hobbs),1,0
1,0,2011-12,2ESSB 5171,5171,,,,,2011-05-16,1,1,2ESSB 5171,Effective date 1/1/2012*.,0,C 349 L 11,0,2,2011-02-15,AN ACT Relating to facilitating voting for service and overseas voters;,1,Facilitating voting for service and overseas voters.,Senate,12072,S-1204.2,0,1,0,0,Service and overseas voters,Bill,B,(Hobbs),1,1
1,0,2011-12,SB 5172,5172,,,,,2011-04-15,0,0,SB 5172,Effective date 7/22/2011.,0,C 78 L 11,0,0,2011-01-17,"AN ACT Relating to authorizing the use of short-term, on-site child care for the children of facility employees;",0,"Authorizing the use of short-term, on-site child care for the children of facility employees.",Senate,618,S-0377.1,0,0,0,0,Child care for employees,Bill,B,(Brown),0,0
1,0,2011-12,SB 5173,5173,,2011-12,HB 1227,C 66 L 11,2012-04-11,0,0,SB 5173,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to the waiver of restaurant corkage fees;,0,Concerning the waiver of restaurant corkage fees.,Senate,1577,S-0521.1,0,0,0,0,Restaurant corkage fees,Bill,B,(Honeyford),1,0
1,0,2011-12,SB 5174,5174,,,,,2011-04-13,0,1,SB 5174,Effective date 7/22/2011.,0,C 44 L 11,0,0,2011-01-17,AN ACT Relating to encouraging instruction in the history of civil rights;,0,Encouraging instruction in the history of civil rights.,Senate,1407,S-0569.1,0,0,0,0,Civil rights history,Bill,B,(Chase),0,0
1,1,2011-12,SB 5175,5175,,2011-12,HB 1174,HTrans,2012-04-11,0,0,SB 5175,"By resolution, reintroduced and retained in present status.",0,S Transportation,0,0,2011-01-17,AN ACT Relating to transportation funding and appropriations;,0,Making 2009-11 supplemental transportation appropriations.,Senate,174,Z-0355.5,0,0,1,0,Trans sup budget 2009-11,Bill,B,(Haugen),0,0
1,1,2011-12,SB 5176,5176,,2011-12,HB 1175,Hsubst for,2012-04-11,0,0,SB 5176,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to transportation funding and appropriations;,0,Making 2011-13 transportation appropriations.,Senate,174,Z-0449.1,0,0,1,0,Trans budget 2011-13,Bill,B,(Haugen),0,0
1,1,2011-12,SSB 5176,5176,,,,,2012-04-11,0,0,SSB 5176,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-03-25,AN ACT Relating to transportation funding and appropriations;,0,Making transportation appropriations for the 2009-2011 and 2011-2013 fiscal biennia.,Senate,174,S-2169.8,0,0,1,0,Trans budget 2009-11/2011-13,Bill,B,TRAN(Haugen),0,1
1,0,2011-12,SB 5177,5177,,,,,2012-04-11,0,0,SB 5177,"By resolution, reintroduced and retained in present status.",0,S Lab/Comm/CP,0,0,2011-01-17,AN ACT Relating to the licensure of locksmiths;,0,Concerning the licensure of locksmiths.,Senate,1586,S-0524.2,0,0,0,0,Locksmith licensure,Bill,B,(Carrell),1,0
1,0,2011-12,SB 5178,5178,,,,,2012-04-11,0,0,SB 5178,"By resolution, reintroduced and retained in present status.",0,S HumServ/Corr,0,0,2011-01-17,AN ACT Relating to access to original birth certificates after adoption finalization;,0,Addressing access to original birth certificates after adoption finalization.,Senate,1586,S-0486.1,0,0,0,0,Original birth certificates,Bill,B,(Carrell),0,0
1,0,2011-12,SB 5179,5179,,,,,2012-04-11,0,0,SB 5179,"By resolution, reintroduced and retained in present status.",0,S Judiciary,0,0,2011-01-17,AN ACT Relating to real property transfer fees;,0,Regulating real property transfer fees.,Senate,1586,S-0494.1,0,0,0,0,Real property transfer fees,Bill,B,(Carrell),0,0
1,0,2011-12,SB 5180,5180,,2011-12,HB 1225,C 152 L 11,2012-04-11,0,0,SB 5180,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-17,AN ACT Relating to clarification of the method of calculating public port district commissioner compensation;,0,Clarifying the method for calculating port commissioner compensation.,Senate,337,S-0217.1,0,0,0,0,Port district commissioners,Bill,B,(Prentice),0,0
0,0,2011-12,SB 5181,5181,,,,,2011-05-24,0,0,SB 5181,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to a limitation on state debts;,0,Creating a statutory limitation on state debts.,Senate,2142,S-0228.1,0,0,0,0,State debts statutory limit,Bill,B,(Parlette),0,0
1,1,2011-12,SSB 5181,5181,,,,,2011-06-15,0,0,SSB 5181,Effective date 8/24/2011.,0,C 46 L 11 E1,0,0,2011-05-24,AN ACT Relating to limitations on state debt;,0,Concerning limitations on state debt.,Senate,2142,S-3121.6,0,0,0,0,State debt statutory limit,Bill,B,WM(Parlette),0,1
0,0,2011-12,SB 5182,5182,,,,,2011-05-03,0,0,SB 5182,2nd substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to establishing the office of student financial assistance by eliminating the higher education coordinating board and transferring its functions to various entities;,0,Establishing the office of student financial assistance by eliminating the higher education coordinating board and transferring its functions to various entities.,Senate,14206,S-0096.3,0,0,0,0,Student financial assistance,Bill,B,(White),1,0
0,0,2011-12,SSB 5182,5182,,,,,2011-05-03,0,0,SSB 5182,2nd substitute bill substituted.,0,S subst for,0,0,2011-02-17,AN ACT Relating to establishing the office of student financial assistance by eliminating the higher education coordinating board and transferring its functions to various entities;,0,Establishing the office of student financial assistance by eliminating the higher education coordinating board and transferring its functions to various entities.,Senate,14206,S-1388.2,0,0,0,0,Student financial assistance,Bill,B,(White),0,1
1,0,2011-12,E2SSB 5182,5182,,,,,2011-06-06,1,1,E2SSB 5182,Effective date 8/24/2011*.,1,C 11 L 11 E1,0,1,2011-03-15,AN ACT Relating to establishing the office of student financial assistance by eliminating the higher education coordinating board and transferring its functions to various entities;,0,Establishing the office of student financial assistance by eliminating the higher education coordinating board and transferring its functions to various entities. (REVISED FOR ENGROSSED: Establishing the office of student financial assistance and the council for higher education by eliminating the higher education coordinating board and transferring its functions to various entities. ),Senate,14206,S-1865.1,0,0,0,0,Student financial assistance,Bill,B,WM(White),1,2
1,0,2011-12,SB 5183,5183,,,,,2012-04-11,0,0,SB 5183,"By resolution, reintroduced and retained in present status.",0,S GovtOp & Elect,0,0,2011-01-17,"AN ACT Relating to recognizing ""Native American Heritage Day"";",0,"Recognizing ""Native American Heritage Day.""",Senate,14206,S-0387.2,0,0,0,0,Native American heritage day,Bill,B,(White),0,0
0,0,2011-12,SB 5184,5184,,,,,2011-03-01,0,0,SB 5184,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to second-class school districts and compliance reports;,0,Regarding compliance reports for second-class school districts.,Senate,652,S-0234.1,0,0,0,0,2nd-class school districts,Bill,B,(Schoesler),1,0
1,0,2011-12,SSB 5184,5184,,,,,2011-04-13,0,0,SSB 5184,Effective date 7/22/2011.,0,C 45 L 11,0,0,2011-02-03,AN ACT Relating to second-class school districts and compliance reports;,0,Regarding compliance reports for second-class school districts.,Senate,652,S-1177.1,0,0,0,0,2nd-class school districts,Bill,B,EDU(Schoesler),1,1
0,0,2011-12,SB 5185,5185,,,,,2011-02-09,0,0,SB 5185,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to temporarily suspending certain motorcycle rules when operating in parades or public demonstrations;,0,Temporarily suspending certain motorcycle rules when operating in parades or public demonstrations.,Senate,1574,S-0240.1,0,0,0,0,Motorcycle rules/parades,Bill,B,(Delvin),0,0
1,0,2011-12,SSB 5185,5185,,,,,2012-04-11,0,0,SSB 5185,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-25,AN ACT Relating to temporarily suspending certain motorcycle rules when operating in parades or public demonstrations;,0,Temporarily suspending certain motorcycle rules when operating in parades or public demonstrations.,Senate,1574,S-0826.1,0,0,0,0,Motorcycle rules/parades,Bill,B,TRAN(Delvin),0,1
0,0,2011-12,SB 5186,5186,,2011-12,HB 1484,HEnvironment,2011-03-04,0,0,SB 5186,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to skiing in areas closed to skiing;,0,Prohibiting skiing in areas closed to skiing.,Senate,2168,S-0070.1,0,0,0,0,Areas closed to skiing,Bill,B,(Kastama),0,0
1,0,2011-12,ESSB 5186,5186,,,,,2011-05-05,1,1,ESSB 5186,Effective date 7/22/2011.,0,C 276 L 11,0,1,2011-02-16,AN ACT Relating to skiing in an area closed to the public;,1,Concerning skiing in an area or ski trail closed to the public.,Senate,2168,S-1346.1,0,0,0,0,Areas closed to skiing,Bill,B,(Kastama),1,1
0,0,2011-12,SB 5187,5187,,,,,2011-03-02,0,0,SB 5187,1st substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to the accountability of mental health professionals employed by an evaluation and treatment facility for communicating with a parent or guardian about the option of parent- initiated mental health treatment;,0,Concerning the accountability of mental health professionals employed by an evaluation and treatment facility for communicating with a parent or guardian about the option of parent-initiated mental health treatment.,Senate,14083,S-0507.2,0,0,0,0,Mental health professionals,Bill,B,(Becker),0,0
1,0,2011-12,SSB 5187,5187,,,,,2011-05-10,1,1,SSB 5187,Effective date 7/22/2011.,0,C 302 L 11,0,0,2011-02-18,AN ACT Relating to the accountability of mental health professionals employed by an evaluation and treatment facility for communicating with a parent or guardian about the option of parent- initiated mental health treatment;,0,Concerning the accountability of mental health professionals employed by an evaluation and treatment facility for communicating with a parent or guardian about the option of parent-initiated mental health treatment.,Senate,14083,S-1500.2,0,0,0,0,Mental health professionals,Bill,B,(Becker),0,1
0,0,2011-12,SB 5188,5188,,,,,2012-02-08,0,1,SB 5188,2nd substitute bill substituted.,0,S subst for,0,0,2011-01-17,AN ACT Relating to harmonizing certain traffic control signal provisions relative to yellow change intervals and certain fine amount limitations;,0,Harmonizing certain traffic control signal provisions relative to yellow change intervals and certain fine amount limitations.,Senate,14083,S-0033.2,0,0,0,0,Traffic control signals,Bill,B,(Becker),0,0
0,0,2011-12,SSB 5188,5188,,,,,2012-02-08,0,1,SSB 5188,2nd substitute bill substituted.,0,S subst for,0,0,2011-02-18,"AN ACT Relating to harmonizing certain traffic control signal provisions relative to yellow change intervals, certain fine amount limitations, and certain signage and reporting requirements;",0,"Harmonizing certain traffic control signal provisions relative to yellow change intervals, certain fine amount limitations, and certain signage and reporting requirements.",Senate,14083,S-1643.1,0,0,0,0,Traffic control signals,Bill,B,TRAN(Becker),0,1
1,0,2011-12,E2SSB 5188,5188,,,,,2012-03-23,0,1,E2SSB 5188,Effective date 6/7/2012.,0,C 85 L 12,0,1,2012-01-24,"AN ACT Relating to harmonizing certain traffic control signal provisions relative to yellow change intervals, certain fine amount limitations, and certain signage and reporting requirements;",1,"Harmonizing certain traffic control signal provisions relative to yellow change intervals, certain fine amount limitations, and certain signage and reporting requirements.",Senate,14083,S-3620.2,0,0,0,0,Traffic control signals,Bill,B,TRAN(Becker),0,2
1,0,2011-12,SB 5189,5189,,2011-12,HB 1470,Hsubst for,2012-04-11,0,0,SB 5189,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to access to K-12 campuses for occupational or educational information;,0,Regarding access to K-12 campuses for occupational or educational information.,Senate,12072,S-0167.1,0,0,0,0,Access to K-12 campuses/info,Bill,B,(Hobbs),0,0
1,0,2011-12,SSB 5189,5189,,,,,2012-04-11,0,0,SSB 5189,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-09,AN ACT Relating to access to K-12 campuses for occupational or educational information;,0,Regarding access to K-12 campuses for occupational or educational information.,Senate,12072,S-1189.1,0,0,0,0,Access to K-12 campuses/info,Bill,B,EDU(Hobbs),0,1
0,0,2011-12,SB 5190,5190,,2011-12,HB 1073,Hsubst for,2012-02-13,0,0,SB 5190,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,"AN ACT Relating to the disposition of remains of persons who died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard;",0,"Authorizing persons designated by the decedent to direct disposition, if the decedent died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard.",Senate,12072,S-0165.1,0,0,0,0,Disposition of remains,Bill,B,(Hobbs),0,0
1,0,2011-12,SSB 5190,5190,,,,,2012-04-11,0,0,SSB 5190,"By resolution, reintroduced and retained in present status.",0,S Rules 3,0,0,2012-01-20,"AN ACT Relating to the disposition of remains of persons who died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard;",0,"Authorizing persons designated by the decedent to direct disposition, if the decedent died while serving on active duty in any branch of the United States armed forces, United States reserve forces, or national guard.",Senate,12072,S-3791.1,0,0,0,0,Disposition of remains,Bill,B,(Hobbs),0,1
1,0,2011-12,SB 5191,5191,,,,,2012-04-11,0,0,SB 5191,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2011-01-18,AN ACT Relating to flexibility in the education system;,0,Providing flexibility in the education system.,Senate,12072,S-0490.1,0,0,0,0,Education system flexibility,Bill,B,(Hobbs),1,0
1,0,2011-12,SSB 5191,5191,,,,,2012-04-11,0,1,SSB 5191,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2011-02-03,AN ACT Relating to flexibility in the education system;,0,Providing flexibility in the education system.,Senate,12072,S-1178.1,0,0,0,0,Education system flexibility,Bill,B,EDU(Hobbs),0,1
0,0,2011-12,SB 5192,5192,,2011-12,HB 1696,HLocal Govt,2011-02-25,0,0,SB 5192,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to provisions for notifications and appeals timelines under the shoreline management act;,1,Concerning provisions for notifications and appeals timelines under the shoreline management act.,Senate,13161,Z-0054.2,0,1,0,0,Shoreline management act,Bill,B,(Nelson),1,0
1,0,2011-12,SSB 5192,5192,,,,,2011-05-05,1,1,SSB 5192,Effective date 7/22/2011.,0,C 277 L 11,0,0,2011-02-09,AN ACT Relating to provisions for notifications and appeals timelines under the shoreline management act;,1,Concerning provisions for notifications and appeals timelines under the shoreline management act.,Senate,13161,S-1269.1,0,1,0,0,Shoreline management act,Bill,B,(Nelson),1,1
1,0,2011-12,SB 5193,5193,,2011-12,HB 1018,HTrans,2012-04-11,0,0,SB 5193,"By resolution, reintroduced and retained in present status.",0,S Transportation,0,0,2011-01-18,AN ACT Relating to bicyclist and motorist mutual responsibilities;,0,Concerning bicyclist and motorist mutual responsibilities.,Senate,14206,S-0346.1,0,0,0,0,Bicyclists and motorists,Bill,B,(White),0,0
1,0,2011-12,SB 5194,5194,,2011-12,HB 1271,HEnvironment,2012-04-11,0,0,SB 5194,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,AN ACT Relating to protecting lake water quality by reducing phosphorus from lawn fertilizer;,0,Limiting the use of fertilizer containing phosphorus.,Senate,14206,S-0420.2,0,0,0,0,Fertilizer w/ phosphorus,Bill,B,(White),1,0
1,0,2011-12,SSB 5194,5194,,,,,2012-04-11,0,0,SSB 5194,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-16,AN ACT Relating to protecting water quality through restrictions on fertilizer containing phosphorus;,0,Protecting water quality through restrictions on fertilizer containing phosphorus.,Senate,14206,S-1333.1,0,0,0,0,Fertilizer w/ phosphorus,Bill,B,(White),0,1
0,0,2011-12,SB 5195,5195,,,,,2011-02-09,0,0,SB 5195,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to requiring information to be filed by the prosecuting attorney for certain violations under driving while license is suspended or revoked provisions;,1,Requiring information to be filed by the prosecuting attorney for certain violations under driving while license is suspended or revoked provisions.,Senate,2304,S-0441.2,0,0,0,0,Driving w/ suspended license,Bill,B,(Kline),1,0
1,0,2011-12,SSB 5195,5195,,,,,2011-04-13,0,0,SSB 5195,Effective date 7/22/2011.,0,C 46 L 11,0,0,2011-01-27,AN ACT Relating to requiring information to be filed by the prosecuting attorney for certain violations under driving while license is suspended or revoked provisions;,1,Requiring information to be filed by the prosecuting attorney for certain violations under driving while license is suspended or revoked provisions.,Senate,2304,S-0999.1,0,0,0,0,Driving w/ suspended license,Bill,B,(Kline),1,1
1,0,2011-12,SB 5196,5196,,,,,2012-04-11,0,0,SB 5196,"By resolution, reintroduced and retained in present status.",0,S EL/K-12,0,0,2011-01-18,AN ACT Relating to the operation of student transportation programs;,0,Authorizing school districts to charge for extra mileage costs for certain students attending schools outside their attendance areas.,Senate,173,S-0437.1,0,0,0,0,Student transportation progs,Bill,B,(Hatfield),1,0
0,0,2011-12,SB 5197,5197,,2011-12,HB 1278,HHC/Wellness,2012-02-14,0,0,SB 5197,1st substitute bill substituted.,0,S subst for,0,0,2011-01-18,AN ACT Relating to delegation to home care aides;,0,Concerning the delegation of nursing care tasks to home care aides.,Senate,1950,Z-0013.4,0,1,0,0,Home care aides/nursing task,Bill,B,(Keiser),1,0
1,0,2011-12,SSB 5197,5197,,,,,2012-04-11,0,0,SSB 5197,"By resolution, reintroduced and retained in present status.",0,S Rules 3,0,0,2012-01-23,AN ACT Relating to delegation to home care aides;,0,Concerning the delegation of nursing care tasks to home care aides.,Senate,1950,S-3836.1,0,1,0,0,Home care aides/nursing task,Bill,B,(Keiser),1,1
1,0,2011-12,SB 5198,5198,,2011-12,HB 1332,Hsubst for,2012-04-11,0,0,SB 5198,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-01-18,"AN ACT Relating to the joint provision and management of municipal water, wastewater, storm and flood water, and related utility services;",0,"Providing for the joint provision and management of municipal water, wastewater, storm and flood water, and related utility services.",Senate,10056,S-0309.1,0,0,0,0,Utility services joint mgmt,Bill,B,(Pridemore),1,0
1,0,2011-12,SSB 5198,5198,,,,,2012-04-11,0,0,SSB 5198,"By resolution, reintroduced and retained in present status.",0,S Rules X,0,0,2011-02-10,"AN ACT Relating to the joint provision and management of municipal water, wastewater, storm and flood water, and related utility services;",1,"Providing for the joint provision and management of municipal water, wastewater, storm and flood water, and related utility services.",Senate,10056,S-1238.3,0,0,0,0,Utility services joint mgmt,Bill,B,(Pridemore),1,1
1,1,2011-12,SB 5199,5199,,2011-12,HB 1250,Hsubst for,2012-04-11,0,0,SB 5199,"By resolution, reintroduced and retained in present status.",0,S Ways & Means,0,0,2011-01-18,AN ACT Relating to transferring funds from the budget stabilization account to the general fund;,0,Transferring funds from the budget stabilization account to the general fund.,Senate,1907,Z-0460.1,0,1,0,0,Budget stabilization account,Bill,B,(Murray),0,0
